bug_id,project_id,revision_id_buggy,revision_id_fixed,report_id,classes_modified,tests_trigger,tests_trigger_cause
47,Lang,2e8e3f46ba0a41d95c38875cf6a7153816262123,1fe5439baf32af2114958e3cfc3512bd72c84773,LANG-412,"org.apache.commons.lang.text.StrBuilder","org.apache.commons.lang.text.StrBuilderTest::testLang412Left;org.apache.commons.lang.text.StrBuilderTest::testLang412Right","org.apache.commons.lang.text.StrBuilderTest::testLang412Left --> java.lang.NullPointerException;org.apache.commons.lang.text.StrBuilderTest::testLang412Right --> java.lang.NullPointerException"
49,Lang,dab1bdfc0fec1d45def7d4e4870dc207bd954686,673385b43d0d5783039242460ba1c12b3f1f4e92,LANG-380,"org.apache.commons.lang.math.Fraction","org.apache.commons.lang.math.FractionTest::testReduce","org.apache.commons.lang.math.FractionTest::testReduce --> junit.framework.AssertionFailedError: expected:<1> but was:<100>"
50,Lang,43cf3f491e7b9b42dc4a5fa4d7bc00cef1d38f7e,127e6e338f088b82eea1967d31c1abf8d51a364f,LANG-368,"org.apache.commons.lang.time.FastDateFormat","org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateInstance;org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateTimeInstance","org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateInstance --> junit.framework.AssertionFailedError: expected same:<de_DE> was not:<en_US>;org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateTimeInstance --> junit.framework.AssertionFailedError: expected same:<de_DE> was not:<en_US>"
51,Lang,9da40ba6b5bcc7b6071fa7fe11eaeb1b97e53d81,796b898281af571a510d96487dcd95699ac1e435,LANG-365,"org.apache.commons.lang.BooleanUtils","org.apache.commons.lang.BooleanUtilsTest::test_toBoolean_String","org.apache.commons.lang.BooleanUtilsTest::test_toBoolean_String --> java.lang.StringIndexOutOfBoundsException: String index out of range: 3"
52,Lang,ed7e9b43494e490a51c25c410b2950005fd685ea,c22d9d59e5b86c33f91d7fa93d71cdc514c2edd9,LANG-363,"org.apache.commons.lang.StringEscapeUtils","org.apache.commons.lang.StringEscapeUtilsTest::testEscapeJavaScript","org.apache.commons.lang.StringEscapeUtilsTest::testEscapeJavaScript --> junit.framework.ComparisonFailure: expected:<...ipt>alert(\'aaa\');<[\]/script>\';> but was:<...ipt>alert(\'aaa\');<[]/script>\';>"
53,Lang,2dfca4a424fe60e2bbb99cf5e0a5f9352142cc08,050fe8e916507c9716983868284d64e58c1b56d2,LANG-346,"org.apache.commons.lang.time.DateUtils","org.apache.commons.lang.time.DateUtilsTest::testRoundLang346","org.apache.commons.lang.time.DateUtilsTest::testRoundLang346 --> junit.framework.AssertionFailedError: Minute Round Up Failed expected:<Mon Jul 02 08:09:00 PDT 2007> but was:<Mon Jul 02 08:01:00 PDT 2007>"
54,Lang,77a3c20bc0f30ca44f30aadad7f8ef0bc2528d0b,75d931a3264b73caa9cdd7d3373375cc33008ddf,LANG-328,"org.apache.commons.lang.LocaleUtils","org.apache.commons.lang.LocaleUtilsTest::testLang328","org.apache.commons.lang.LocaleUtilsTest::testLang328 --> java.lang.IllegalArgumentException: Invalid locale format: fr__POSIX"
55,Lang,de4952beaffe469b05f545b90344675e1889cb48,b16235ad108c4fcdb7117493394d26d2f0faeace,LANG-315,"org.apache.commons.lang.time.StopWatch","org.apache.commons.lang.time.StopWatchTest::testLang315","org.apache.commons.lang.time.StopWatchTest::testLang315 --> junit.framework.AssertionFailedError"
56,Lang,c47d6ce5343fbe1807c2c927bfb10a4792a43ff9,e9e167f9ebc7a73c5847745688ae127ecff6e2b1,LANG-303,"org.apache.commons.lang.time.FastDateFormat","org.apache.commons.lang.time.FastDateFormatTest::testLang303","org.apache.commons.lang.time.FastDateFormatTest::testLang303 --> org.apache.commons.lang.SerializationException: java.io.NotSerializableException: org.apache.commons.lang.time.FastDateFormat$PaddedNumberField"
57,Lang,848a8144bc42fddbbc466a38a897f5c09f0d49e2,cf20d13c64da51becd1351befe02a06144fd6fc1,LANG-304,"org.apache.commons.lang.LocaleUtils","org.apache.commons.lang.LocaleUtilsTest::testAvailableLocaleSet;org.apache.commons.lang.LocaleUtilsTest::testIsAvailableLocale;org.apache.commons.lang.LocaleUtilsTest::testAvailableLocaleList;org.apache.commons.lang.LocaleUtilsTest::testCountriesByLanguage;org.apache.commons.lang.LocaleUtilsTest::testLocaleLookupList_LocaleLocale;org.apache.commons.lang.LocaleUtilsTest::testLanguagesByCountry;org.apache.commons.lang.LocaleUtilsTest::testToLocale_1Part;org.apache.commons.lang.LocaleUtilsTest::testToLocale_2Part;org.apache.commons.lang.LocaleUtilsTest::testToLocale_3Part;org.apache.commons.lang.LocaleUtilsTest::testLocaleLookupList_Locale;org.apache.commons.lang.LocaleUtilsTest::testConstructor","org.apache.commons.lang.LocaleUtilsTest::testAvailableLocaleSet --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testIsAvailableLocale --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testAvailableLocaleList --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testCountriesByLanguage --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testLocaleLookupList_LocaleLocale --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testLanguagesByCountry --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testToLocale_1Part --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testToLocale_2Part --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testToLocale_3Part --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testLocaleLookupList_Locale --> java.lang.NullPointerException;org.apache.commons.lang.LocaleUtilsTest::testConstructor --> java.lang.NullPointerException"
58,Lang,868dd284443b6f950a2f360b0422dbf09a599ae9,15360774099b2a7230e020751acdf6979b6e3f58,LANG-300,"org.apache.commons.lang.math.NumberUtils","org.apache.commons.lang.math.NumberUtilsTest::testLang300","org.apache.commons.lang.math.NumberUtilsTest::testLang300 --> java.lang.NumberFormatException: 1l is not a valid number."
59,Lang,aaaa779108e445c028e91372a8c8709c7746cf72,9b0b19a9162ae8d217b06716962b982703ab4d1b,LANG-299,"org.apache.commons.lang.text.StrBuilder","org.apache.commons.lang.text.StrBuilderAppendInsertTest::testLang299","org.apache.commons.lang.text.StrBuilderAppendInsertTest::testLang299 --> java.lang.ArrayIndexOutOfBoundsException"
60,Lang,8e52e2169b20f7bc3c6c520d4f0c98e5bf06b076,1a158281aa058ee2dc9cfae3b56012a9f92f3b2b,LANG-295,"org.apache.commons.lang.text.StrBuilder","org.apache.commons.lang.text.StrBuilderTest::testLang295","org.apache.commons.lang.text.StrBuilderTest::testLang295 --> junit.framework.AssertionFailedError: The contains(char) method is looking beyond the end of the string"
61,Lang,d8b6f5b5c6b92adff8965ab634b672e7b333f583,8e52e2169b20f7bc3c6c520d4f0c98e5bf06b076,LANG-294,"org.apache.commons.lang.text.StrBuilder","org.apache.commons.lang.text.StrBuilderTest::testIndexOfLang294;org.apache.commons.lang.text.StrBuilderTest::testLang294","org.apache.commons.lang.text.StrBuilderTest::testIndexOfLang294 --> junit.framework.AssertionFailedError: expected:<-1> but was:<6>;org.apache.commons.lang.text.StrBuilderTest::testLang294 --> java.lang.ArrayIndexOutOfBoundsException"
62,Lang,8fde2caf64c323eb0422f7547de14ca7b1ee7a54,d8b6f5b5c6b92adff8965ab634b672e7b333f583,LANG-292,"org.apache.commons.lang.Entities","org.apache.commons.lang.EntitiesTest::testNumberOverflow","org.apache.commons.lang.EntitiesTest::testNumberOverflow --> junit.framework.ComparisonFailure: expected:<[&#12345678;]> but was:<[慎]>"
63,Lang,e91541fcbd89dc0567281127c950a8d9ead7189b,1d5c03fac601d6ce291c3fe3e5e51a11881e2fc0,LANG-281,"org.apache.commons.lang.time.DurationFormatUtils","org.apache.commons.lang.time.DurationFormatUtilsTest::testJiraLang281","org.apache.commons.lang.time.DurationFormatUtilsTest::testJiraLang281 --> junit.framework.ComparisonFailure: expected:<[09]> but was:<[-2]>"
64,Lang,d9c6932a6e2b27d56ebb665c152f9f7dca759a8a,07b7795b336b301def8a7dc6059c8e616ce5582e,LANG-259,"org.apache.commons.lang.enums.ValuedEnum","org.apache.commons.lang.enums.ValuedEnumTest::testCompareTo_otherEnumType","org.apache.commons.lang.enums.ValuedEnumTest::testCompareTo_otherEnumType --> junit.framework.AssertionFailedError"
65,Lang,c62bd307657aab6bf4be06e5c4c232195f6620f9,9cbf70d82285d7ebdd190f7cd59f2a9d82a09c61,LANG-59,"org.apache.commons.lang.time.DateUtils","org.apache.commons.lang.time.DateUtilsTest::testTruncateLang59","org.apache.commons.lang.time.DateUtilsTest::testTruncateLang59 --> junit.framework.AssertionFailedError: Truncate Calendar.SECOND expected:<Sun Oct 31 01:02:03 MDT 2004> but was:<Sun Oct 31 01:02:03 MST 2004>"
